question,answer,image_id
what is on the table,monitor,image111
what are the objects hung close on the hangers,jacket,image96
what is on the left most side on the drawer table,"basket, clothes",image543
what is on the sofa in the left side,remote_control,image379
what are the objects fitted close to the wall,"fire_alarm, poster_board, coat_hanger, framed_certificate",image23
what is the colorful object containing white soaps on the left side of the sink,decorative_dish,image682
what is on the chair,jacket,image23
what is on the left side of the bed,table,image1237
what is on the left side of the towels,toilet,image497
what is on the left side of the books,remote_control,image392
what is in the right side,shelves,image1242
what is at the right bottom,sofa,image1327
what is in between the chairs in front of the window,chest,image382
how many runners are in the shelf,5,image940
how many pillows are there,2,image58
what is the object found on the left of the television on the tv stand,remote_control,image1134
what is at the right top,lamp,image1267
what is on the table,lamp,image488
what is the colour of the cover of the coffee machine,black,image817
what is to the left of the sofa,table,image226
what is behind the chair,sofa,image547
what is on the right side of the stove,television,image877
what is the colour of the ball,red,image1185
what color is the roll of paper towels,1,image252
what is hing on the rack,hat,image80
what is on the wall,picture,image888
how many chairs are there,3,image458
what is to the right of the chair,bean_bag,image401
what is on the table,tissue_box,image420
what are the objects on the bed,"pillow, blanket, bed_sheets",image1060
what is the mat on the floor,floor_mat,image590
what is the colour of the pillow cover,blue,image1160
what is the colour of the wall,pink,image536
what is behind the bed,wall,image65
what is to the left of the fireplace,lamp,image1224
what is blue in colour on the floor,purse,image949
what is largest object,shelves,image540
what are colours of dress in the hanger,"white, black, blue, pink",image99
how many chairs are found,5,image863
what is the colour of window cover,brown,image218
what is to the left of the shelf,whiteboard,image641
what are the things on the cabinet,"vase, toy",image1062
where is the kitchen utensils kept,utensil_container,image868
which rolled object is in this room,yoga_mat,image542
what is on the right side of the keyboard,mouse,image553
what is the colour of the lamp,white,image1042
what object is in the centre of the room,"table, chair",image344
what is on right side of the papers,business_cards,image392
what is at the left side of the lamp,window,image1231
how many windows are there,3,image748
what is stuck on the top of the sink,toothbrush_holder,image653
what is the object on the floor close to the shelves,stool,image105
what is the colour of the comforter,blue,image931
what is in front of the papers and notebook and bottles,chair,image4
what is on the right side of the toy,table,image436
what is on the left side of the comforter,lamp,image398
what is right of table,window,image545
which wall mounted objects are on the left side of the toilet,"towel_rod, toilet_paper_holder",image705
what are found on the floor to the right side of the cot,books,image999
how many exercise equipments are,5,image349
what is found on the right top,cabinet,image1173
what are the machines,"printer, fax_machine",image24
what is on the left side of the bed,ironing_board,image969
what is the largest object,sofa,image486
what is found below the television,cabinet,image1113
what is at the centre of the table,container,image748
what is the object found at the right side of the sink,bottle_of_hand_wash_liquid,image684
what object is found opposite to the plastic box,"oven, refridgerator",image854
what is on the right most side of the table,refridgerator,image1435
what is right of sink,refridgerator,image575
who is in front of the computer,person,image213
what is near the machine,bottle_of_soap,image649
how many ornamental plants are there,2,image894
what is the object close to the wall,poster_board,image614
what is on the table,"paper, carton",image884
what are the things on the bed,"pillow, paper, remote_control",image1168
what is at the bottom left corner,sofa,image1215
what is the object kept below the storage rack,photo,image899
what is the object close to the wall,dishwasher,image876
what are the objects seen outside of the window,plant,image748
what is colour of the shelf on the top,black,image343
what are the objects kept on the table,"monitor, pen_holder, hand_sanitizer, tissue, file_holder, paper",image22
what is in front of the night stand,book,image998
what is the object on the floor close to the wall,ironing_board,image492
what is above toilet,tissue_roll,image705
how many pictures are visible,3,image914
what is on the left side of the electric cooker,hot_water_heater,image897
how many chairs are there,8,image6
what is the screen colour of computer,white,image749
what is the object on the floor in front of the wall,sofa,image1326
what is beneath the kitchen utensils stand,dishwasher,image868
what is the blue coloured object,comforter,image1169
what is the colour of the object in the left side of the lamp,blue,image1359
what color is the sink,white,image48
how many flags are visible,1,image1326
what are found on the cabinet,photo,image1159
what is found below the book rack,oven,image817
what object is to the right of the window,bookshelf,image979
what is beneath the dvd player,drawer,image1213
what is the object on the floor right of the bed,stool,image996
what is on the window,curtain,image1284
what is the object on which cd player is kept,television,image981
what is hung on the wall,wall_decoration,image1024
what is the object on the floor left of the bed,chair,image989
what is present on the left side of the room near the door,bed,image1028
what is found in between the storage racks,window,image866
what is in front of the wall,cabinet,image1342
how many stools are,2,image263
what is on the right side of the table,television,image1132
what is behind the lamp,paper,image955
what is the colour of top the woman is wearing,white,image225
how many handles are there,14,image818
what is on the shelf,books,image623
what is on the left side of the purple sofa,crib,image402
what is to the left of the dining table,chair,image1418
what are stuck on the wall,photo,image1372
what is on the flush tank,tissue_roll,image503
what is on the cabinet behind the roll of paper towels and the can,crock_pot,image206
what are the objects below the storage rack,"coffee_machine, juicer",image806
what is the colour of the knob of the bottom drawer,pink,image691
what are the objects on the stool,"lamp, flower_pot",image487
what is object on the floor close to the counter,garbage_bin,image112
what is the colour of the bed,red,image1197
what is behind the tape,book,image3
what are the objects on the table,"fan, lamp, books",image931
how many stools are there,2,image105
what is colour of wall,brown,image259
what is the colour of the wall,pink,image457
what is on the left side of the bed,night_stand,image1018
what is the colour of the markers on the white board,"blue, red, green",image439
how many rulers are there,1,image25
what is the object close to the television table,dvd_player,image147
what is at the corner of the room,plant,image628
what is the object on top of the table,monitor,image485
what is available in the left corner,door,image1025
what is behind in the sofa,kitchen_island,image1243
how many tables are there,3,image1402
what is to the right of the sofa,table,image1239
what is on the shelf,books,image585
what is to left of toilet,basket,image506
what is the colour of wall,white,image254
what is above the stool,show_piece,image1300
what is kept on the self,tissue_roll,image206
what is the colour of the curtain,purple,image1341
what is stuck on the wall,wall_decoration,image1377
what is the object left of the chair on the floor,excercise_ball,image55
what is hanging from the roof,lamp,image228
what is beneath the stove,oven,image576
what object is found near the chair,broom,image831
what is in the shelf,book,image952
what is behind the chair,curtain,image382
what is above the table,mirror,image1270
what is the colour of the object on the table left side of the cable,pink,image1044
what is on the left side of the chair,table,image393
what is the object in front of the counter,chair,image880
what are the objects on the bed,"pillow, blanket",image1097
what is the colour of bottle,green,image267
what is the largest object,sofa,image1252
what is on the right side of the books,calculator,image83
what is the object on the table,decoration_item,image1418
what are the things found at the right side of the window,"photo, plant",image1189
what is in front of the chair,stool,image404
what is the large white object in the left corner,toilet,image44
what is the orange colour object found,pillow,image958
what is behind the chairs,curtain,image1404
how many sinks are there,2,image661
what is found in front of the chairs,door,image925
what is on the wall,picture,image1087
what is the colour of the computer,black,image6
what are the objects on the stool right of the bed,"towel, telephone, toy",image937
what is on the right side of the paper,bottle_of_hand_wash_liquid,image856
what is in front of the bookshelf,bed,image986
what are stuck on the wall,photo,image915
what is the object on the table,photo,image913
what covers the bed on top of it,bed_sheets,image1020
what object is found below the oven,toaster,image829
how many monitors are there,3,image7
what is on the right side of the table,white,image1140
what is on the table,"lamp, toy_doll, pen_cup",image1161
what is behind the ornamental plant,oven,image789
what is the object on the floor in front of the table,chair,image528
what is above the fan,window,image584
what is the colour of table,gray,image276
what are kept on the floor on the left side of the cabinet,bag,image68
what is stuck on the wall to the top of the cabinet,glass_rack,image1438
what is the object on the counter,decoration_item,image880
what are the objects found on the table,"photo, toy",image1327
what is the colour of the table and chair,brown,image1137
how many pillows are there on the bed,3,image983
what object is placed on the seat of the left side chair,container,image832
what is the colour of the tea pot,white,image755
how many knobs are there on the drawer,11,image540
what is the object close to the door,door_knob,image715
what is beneath the monitor,dvd_player,image819
what is the object close to the knife rack,knife,image892
what is the colour of the comforter,"white, red",image1074
what is on the table,"book, paper, decorative_item",image1359
what is the black colour object found in the bed,pillow,image952
what is the colour of the lamp,black,image956
what near the guitar,tricycle,image350
what is on the bed,clothes,image1043
what are the things placed to the left of the sink,toiletries,image655
how many vases are on the coffee table in front of the light blue armchair,2,image237
what is in front of the chair,table,image1419
how many fishes are there on the wall,12,image1325
what is to the right of the ping pong table,shelves,image641
what is on the right side of the table,refridgerator,image896
what are the objects on the cot,"pillow, blanket",image58
what is on the wall,"framed_certificate, picture",image391
what is around the table,chair,image745
what is behind the table,window,image293
what is placed on the table,vase,image224
what is the object close to the wall above the counter,blackboard,image121
what is the object covered with bed sheets near the lamp,bed,image1007
how many knobs are there,4,image1358
what is behind the tricycle,window,image350
how many printers are there,2,image11
what object is on the top of the book,radio,image1200
how many handles are there in the cabinet,3,image1110
what is the largest object,sofa,image486
what is on the table,"printer, tray",image108
what is stuck on the wall of the left side,photo,image878
what is found on the floor,hat,image1065
what is stuck on the wall,picture,image652
what is on the wall,"picture, framed_certificate",image949
what is in front of the table,carton,image627
what is behind the music instrument,window,image979
what is on the left side of the yellow and gray sofa,lamp,image1429
what is behind the red cloth,clothes,image1243
how many chairs are around the table,6,image19
what is the colour of the self,white,image206
what is found near window,vase,image1224
what is on the left side of the pink drawer,curtain,image530
what is in front of the sofa,table,image1238
what is the colour of wall,white,image719
what is stuck on the right wall,paper,image20
what is behind the sofa,guitar,image160
what is the largest object,refridgerator,image831
what is on the right most side on the table,tissue_roll,image898
what is on the right side of the table,bookshelf,image979
what is above the centre table,chandelier,image746
what is hanged on the wall,photo,image1087
what is in front of the sofa,table,image1252
what are the objects kept the shelf close to the wall,"books, paper_holder",image24
what is on the right side of the paper,ornamental_pot,image904
what is on the night stand,lamp,image1186
what is the object close to the wall in the corner on the floor,soft_toy,image67
what is the object on the floor in front of the desk,chair,image528
what is on the table,bottle,image1046
what is the white object ext to the hair brush,hair_dryer,image720
what is hung on the wall,wall_decoration,image1014
what are the objects on the counter,"monitor, paper, mouse, keyboard, box",image112
how many pillows on the bed,4,image1116
what is hanging on the hanger,shirts_in_hanger,image115
what is the object hung close to the wall,picture,image4
how many knobs does the oven have,4,image145
what are the objects on the bookshelf,books,image922
what is on the bench,pillow,image1017
what is the largest object,bed,image58
what is in front of the chair,table,image1419
what is placed on the table,utensil,image228
what is in front of the bed,bench,image942
what is found on the floor in the right side,sofa,image1268
what is on the left side of the toilet,garbage_bin,image497
what is the object that is largest,cabinet,image82
what is suspended from the ceiling,light,image791
what is the colour of the book,green,image112
what is beneath the alarm clock,book,image1200
what is the object in maroon colour hanging near the bed,curtain,image1006
what is used to cover the bath tub,shower_curtain,image170
what is on the right side of the table,garbage_bin,image702
how many students are visible,3,image305
what is the object close to the counter,sink,image721
what is above the closet,clothes,image75
what is found opposite to the table,window,image828
what is found on the right side of the table lamp,bed,image924
what is the object found near the table,garbage_bin,image877
what is hung in the room near the left side of the image1008,curtain,image1008
what is on the left side of the tissue box,decorative_item,image1274
what is on the right side of the cupboard,machine,image881
what is on the sink,soap,image701
what is near the sink,bottle_of_liquid,image135
what is the colour of the chair near the stacked chairs,red,image19
what is on the right side of the bottle of liquid,cream_tube,image692
what is in front of the sofa,table,image1420
what is the object on the side of the game table,chair,image1244
what is on the right side of the monitor,telephone,image93
what is the edible object kept on the trays,bread,image123
what is beneath the blinds,treadmill,image1317
what is the object kept on the side stool,photo,image147
what is to the corner of the kitchen island,hot_water_heater,image408
what is found behind the chair,window,image1056
what color are the dining chair seats,brown,image1418
waht is on the drawer table,"lamp, toy",image920
what is the colour of the sofa,purple,image1026
what is in front of the bed,table,image419
what is the object on the floor in front of the wall,table,image1161
what is the object in front of the wall left of the shelf,box,image629
what is on the right side of the bed,chair,image910
what is in front of the pillow,comforter,image64
how many bottles are there,3,image737
what is above the table,light,image1415
how many knobs are there on the bed,2,image1111
what is the colour of the clothes on the sofa,red,image1243
what is to the right side of the chair,bed,image1056
what is at the right side,window,image1059
what is in front of the carpet,excercise_equipment,image494
how many chairs are,2,image338
what is in front of the photo,chair,image1375
what is found in front of the vase,sink,image883
what is on the left most edge of the table,bottle_of_liquid,image66
what is to the left of the sofa,"toy_table, chair",image440
what is behind the mat,door,image730
what is on the right side of the table,lamp,image599
what is on the right side of the blinds,picture,image969
what is found above the electric mixer,storage_rack,image855
what are on the cabinet,"books, photo",image1310
what is on the left side of the bed,lamp,image1014
what is to right of sink,window,image702
what is under the ladder,toys_basket,image1055
what is on the left side of the garbage bin,laundry_basket,image529
what is the colour of draw handle,black,image741
what is on the right side of the bed,blinds,image1036
what is the colour of the cupboard border,black,image791
where are the letters kept,letter_stand,image1301
what is on the table,tablecloth,image148
what is on the left side of the cupboard,pillow,image1189
what is on the left side of the drawers,step_stool,image884
what is the colour of middle candle,orange,image736
what is beneath the piano,piano_bench,image1282
what is on the left most side on the table,books,image83
what colour is the pillow,white,image247
what is the colour dominating the picture,pink,image1046
what is in front of the lamp,"pen_cup, pen",image614
what is the object on the table,fruit,image1419
where are the books,bookshelf,image627
what is above table,window,image544
what is to the right of the wine rack,coat_hanger,image158
what object is found in front of the photo,vase,image847
how many drawers are there,4,image1178
what is the colour of the towel,white,image665
what is in front of the drawer,clothing_detergent,image405
what is beneath the chair,briefcase,image1374
what is the object behind the sink,room_divider,image49
what is in front of the window,sink,image806
what is behind the chair,door,image797
what is on the left most side on the table,clock,image923
what is the object close to the wall,photo,image1026
what is to the right of the basin,tissue_roll,image499
what is the object close to the door,door_knob,image737
how many drawers are there,9,image75
what are the objects on the table,"stapler, paper, file_holder",image628
what is behind the table,blinds,image426
what is the largest object,table,image878
what is on the right side of the night stand,garbage_bin,image916
what are found on the cabinet,toy,image1070
what is on the top of the fan coil,book,image156
what are the objects kept on the shelves in the wardrobe,"shoe, clothes, cream, jacket",image72
what is on the corner of the room,lamp,image1341
what is stuck on the wall,photo,image1140
how many table mats are there,2,image758
what is on the right side,baby_chair,image1375
what is at the opposite side of the bed,window,image1064
how many billing counters are there,6,image114
what is below the light switch on the right side of the door,package_of_bottled_water,image159
what is colour of wall,white,image507
what are stuck on the wall,"decorative_item, photo",image1325
what is in front of the table,sofa,image1312
what is stuck on the wall,photo,image1416
what is the object behind the gray garbage can that is attached on the wall,fire_extinguisher,image8
how many lamps are on the shelf,3,image343
what is on the table,computer,image294
what is in front of the microwave,tissue_roll,image214
what is the object close to the wall below the window,heater,image589
what is the object close to the wall below the window,air_vent,image141
what is to right of window,shelves,image596
what is the colour of the towel,green,image849
what is the colour of the plant vase,black,image798
what color is the chair in front of the white wall,red,image3
what is on the wall,"blinds, picture",image1013
what are found to the left side of the bookshelf,"table, lamp, chair",image988
what is on the chair,clothes,image1037
what is on the hanger,towel,image847
what is on the left side of the toilet,tissue_roll,image738
what is the colour of the table mat,white,image757
what is below cpu,table,image20
what is in front of the sofa,table,image630
what colour is the screen,red,image534
what is the colour of bottles in the last shelf,"blue, white, black",image102
what is opposite to the game table,sofa,image1244
what is the object on the counter in the corner,television,image877
what is on the night stand,"lamp, telephone, paper",image1114
what is the object on the floor in front of the wall,cabinet,image1055
what is on the flower vase,chandelier,image1434
how many black coloured wall decorations are there,3,image1417
what is kept below the table,box,image215
what is the object left of the cups on the counter,plant,image124
what is on the right side of the chair,monitor,image454
what is on the left side of the sink,cup,image893
what is in front of the window,table,image1066
what is in the left rack of the shelf,"decorative_item, books",image629
what is to the left of the chair,door,image796
what is the object close to the counter,stove,image892
what are found to the left side of the window,"mirror, table, chair",image1111
what is the object close to the wall,wall_decoration,image572
how many knobs are there on the stove,4,image867
what is on the piano,decorative_item,image354
how many blades in table fan,3,image13
what is the cloth hanging,towel,image652
what is the content of the picture,jersey,image178
what is on the shelf,books,image535
what is the colour of toaster oven,black,image205
what is the largest object in front of the wall,bed,image968
what objects are found inside the mirror,"computer, photo",image964
how many sofas are there,3,image630
how many towels are in pink colour,4,image715
what is the colour of the object on the left side of the sink,red,image682
what is the colour of the bag on the chair,pink,image399
what is hanged in front of the window,curtain,image1087
what are the objects on the bed,"pillow, blanket",image1141
how many ornamental plants are there,4,image904
what is to the right of the table near the left side,chair,image1029
what is the object before the table,chair,image954
what is behind the computer,picture,image287
how many pillows are there on the bed,4,image1060
what are the objects on the rack,"cup, books",image101
what is on the top of the shelf,decorative_item,image152
what is the metallic object nest to the white wall on the floor,bin,image53
what is in front of the door,ornamental_plant,image788
how many larg frames are on the wall,2,image249
what is on the left side of the mirror,blinds,image990
what is on the right side of the lamp,monitor,image93
what is on the right side of the stand,chair,image943
what are found below the photos,"chair, toy",image1419
what is to the left of the wooden table,container,image496
what is the colour of the cabin,black,image25
what is the colour of the table and chair,black,image879
what is on the left side of bed,blinds,image418
what fruit is found on the tray,banana,image892
what is the object close to the wall above the stove,microwave,image145
what is hung on the wall,picture,image1050
what is in front of the table,chair,image383
what is in between the stand and the washing machine,basket,image492
what is the largest black object in this picture,television,image177
how many drawers are there,1,image1223
what is in front of the bed,carton,image1168
what is in front of the dining table,cabinet,image1435
what are seen on the wall,wall_decoration,image1168
what is in front of the blinds,chair,image981
what is the largest object,table,image577
what is on the left most side on the table,"file, file_holder",image615
what color is the leather sofa,brown,image383
what is the object close to the wall above the counter,microwave,image872
what is next by the first towel,toothpaste,image735
what are objects in front of the window,"plant, picture, table, light",image50
what is found below the decorative item,sofa,image1325
what is the object above the stove close to the wall,microwave,image144
what is the colour of chair,red,image256
what is the blue object below the foosball table on the left side of the sofa,baby_chair,image424
what is on the table,book,image1237
what are the things on the bench,books,image1345
what is the object in front of the counter,toilet,image705
what is stuck on the wall,photo,image1367
what are in front of the cabinet,chair,image1380
what is on the ceiling,light,image796
what is on the top glass rack,decoration_item,image1437
what is the object close to the towel rod,towel,image723
what is on the stove,tea_kettle,image754
what is on the left side of the sink,bottle_of_soap,image574
what is the largest object,bed,image987
how many dark blue armchairs are in this picture,8,image6
how many drawers are open,1,image1037
what is near the wall,cabinet,image1436
what is on the table,computer,image438
what is left of sink,garbage_bin,image507
how many trollies are there,2,image110
how many pictures are there on the wall,3,image1017
what is to the right of the door way,table,image1327
what is the object near the shutter window,sofa,image955
what is the object close to the wall,wall_decoration,image536
what is in front of the chair in the table,briefcase,image610
what color is the lamp shade in front of the window,white,image546
what is at the bottom rack of the table,toy,image1197
what is on the edge of the night stand on the left side of the bed,telephone,image1188
what is to the right side of the cabinet,bed,image1062
what is on the left side of the bathtub,candle,image736
what are the objects on the table,"laptop, books, headphones",image54
what is on the left side of the wooden pillar,mirror,image1241
what is before the mirror,clock,image1274
what is at the left side,bed,image1200
what is on the left side of the image95 behind the clothes,candle,image95
what is the object on the floor right of the floor mat,pot,image683
what is in front of the sofa,television,image1244
what is in front of the shelf,chair,image399
what is the object on the floor left of the table,bed,image528
what is near the dining table,chair,image1435
what is in front of the table,chair,image880
what is to the opposite of the cabinet,table,image1381
what is the colour of wall,white,image502
how many chairs are there,16,image1346
what is the object close to the wall above the stool,window,image937
what is on the right side and behind the chair,window,image809
how many doors found,2,image915
what is in front of the cabinet,table,image1321
how many red pillow are there on the bed next to the black pillow,2,image978
what is used for writing coffee details,blackboard,image122
what is to the left of the vase,mirror,image1405
what is the object on the floor left of the cabinet,ladder,image1055
what is stuck on the wall,light_switch,image1378
what object is found on the right side of the window,mirror,image990
what is on the right side of the kitchen counter close to the wall,scale,image263
what kind of rack is,wine_rack,image158
what is hanging on the wall above the bed,wall_decoration,image1029
what is the object on the floor left of the cabinet,bed,image530
what is beneath the flower vase,clothes,image1439
what is on the table nect to the bed,"iron_box, lamp",image1086
how many beds are there,2,image931
what is on the table,"desk_mat, flower, case",image1436
what is in between the chair,stool,image322
how many toothbrushes are there,2,image653
what is found in front of the window,bed,image1114
what is on the right side of the bed,night_stand,image978
what is stuck on the wall,mirror,image1086
what is above the microwave,clock,image572
how many tumblers are on the counter,4,image124
what are the things inside the display case,certificate,image1370
what is the colour of the chairs,"blue, red",image794
what is the colour of the drawer,pink,image1062
what is behind the pull down faucet,window_shelf,image807
what is below the shelf,stool,image98
what is placed on the shelf,paper_holder,image232
what is the largest object,piano,image1282
what is found behind the bed,window,image924
where are the flowers kept,vase,image70
what is to the left of the chair,piano,image478
what is above the toilet,towel,image497
what is in front of the kitchen island,garbage_bin,image123
how many clothes stand are there in the front,4,image95
what is in front of the drawer,carton,image1064
what are the things far behind the door,chair,image1214
what is the object to the left of the door,banister,image1244
what is on the table,globe,image365
what is the object on the table right of the tissue box,flower_pot,image879
what is behind the table,mirror,image596
what are the colours of the clothes in the left side,"white, blue",image92
what is above the chair,blinds,image1056
what is behind the carton,bottle,image490
what is on top of the television,dvd_player,image164
what is to the right of the chair,cabinet,image1374
what is in front of the wall,chair,image1031
what is on the table,tissue_box,image391
how many chairs are visible in the picture,5,image1405
what is on the cabinet,vase,image1296
what is found in the top right corner,vase,image887
what is the colour of the lamp,"white, black",image488
what is found on the right side of the towel,shower_curtain,image654
how many drawers are there,4,image1362
what is in front of the photo,vase,image1404
what are the objects that are wired close to the ceiling,spot_light,image5
what are stuck on the left side,"map, sheet",image1326
what are around the table,chair,image1344
how many pillows are there on the bed,4,image1060
what is on the cabinet close to the roll of paper towels,knife_rack,image898
what is kept near the wall and the bed in the corner of the room,lamp,image1007
what is on the night stand,"book, alarm_clock",image1199
what is on the table,stacked_plastic_racks,image156
what is the object in the mirror,wardrobe,image923
what are the objects on the table in front of the sofa,"plant, basket",image1244
what is the colour of the bed,white,image1139
what is behind the tissue box,box,image380
what is the colour of towel,blue,image502
what is behind the dining table,window,image1437
what is in front of the bottle of hand wash liquid,shaver,image660
what object is present below the pillow,bed,image1017
what is in front of the wall,stool,image440
what is on the left side of the bed,night_stand,image982
what is the object close to the wall,picture,image58
what is behind the cartons,doll_house,image399
how many lights are visible,4,image109
what is in front of the night stand,"paper, garbage_bin",image948
what is beneath the curtains,blinds,image1072
what is leaning against the wall on the left side of the white cabinet,ladder,image239
what objects are found on the ironing board,"iron_box, clothes",image968
what is in front of keyboard on the table,paper,image455
how many pictures are above the clock on the white second right cabinet,2,image13
what is the object to the right of the table,tv_stand,image1134
what is on the left side of the bed,night_stand,image909
what is the largest object,table,image19
what is behind the laptop,ornamental_plant,image378
what is on the stove,tea_kettle,image749
what is behind the table,stool,image1224
what is the colour of wall,white,image258
what is the object close to the counter,stove,image877
how many blue and pink coloured pillows are there,2,image1120
what is the object close to the wall,wall_decoration,image572
what objects are on the sofa,"dog, pillow, clothes",image1243
what is on the sofa,"pillow, paper",image1326
what is behind the pool table,table,image426
what is behind the armchairs and ottoman,railing,image403
what is on the either side of the pictures,blinds,image954
what is on the right side of the poster board,ornamental_plant,image628
how many students are to the right of the teacher,2,image306
what is the object close to the ceiling,spot_light,image94
what is on the chair in front of the piano,clothes,image354
how many chair are,2,image238
what is seen in the mirror reflection,television,image1112
how many pink towels are on the pile of clothes,1,image419
what is behind the piano bench,stroller,image1283
what is the colour of the handle in sofa in front of the screen,blue,image630
what is in front of the window,sofa,image1284
what is the object found in the left top,curtain,image923
what is in front of the pillar,"bin, books",image109
what is kept on the floor near the door,basket,image1027
what is on the right side of the candle holder,cup,image894
what is on the left side of the photo stand,clothes,image100
what is the colour of the sofa,white,image757
how many knobs are there,8,image808
what is hung on the wall in the right side,wall_decoration,image1017
what is in front of the sofa,shoe,image1267
what is stuck above the sandal coloured cabinet,photo,image1342
what is at the right side,cabinet,image1051
what is the object right of the cup on the counter,tissue_box,image124
how many knobs are there in the door,6,image987
what is object is to the right of the sofa near the wall,indoor_fountain,image1272
what is to right of towel,shelves,image502
what is big object,sofa,image166
what is behind the clothes,door,image542
what is the object close to the wall above the sofa,picture,image50
what are stuck on the wall,mask,image1418
what is on the drawer,book,image987
what is on the ceiling,light,image1382
what is on the left side of the book,perfume,image66
what is in front of the bookshelf,television,image1251
what are the show pieces in the shelves,"glass, container",image1326
how many beds are there,2,image1042
what is in front of the chair on the table,chart,image453
what is found left side of the pillow,lamp,image958
what is on the right side of the comforter,chart_roll,image402
what is the colour of the floor mat,red,image805
what is on the wall,"picture, picture",image1429
what is behind the bed,blinds,image1141
what are stuck on the wall,decorative_item,image1392
what is present to the left of the image1007,clothing_drying_rack,image1007
how many chairs are visible,7,image1419
what is behind the table,sofa,image1244
what is beneath the plant,table,image458
what is placed on the table to the right of the wall,computer,image20
what is in front of bed,shelves,image535
what is found near the burners,oil_container,image867
what is on the wall,"picture, decorative_item",image1420
what is the colour of the clothes under the laptop,green,image314
what is the colour of towel,brown,image505
what object is found near the pillow,hair_brush,image922
what is on the bed,box,image948
what is the object right side of the table and left of the dustbin,wall_divider,image53
what is the object on the floor in front of the wall,bed,image1036
what is to the right of the chair,bed,image1054
what is the colour of shelf,white,image715
what is on the left side of the microwave,refridgerator,image854
how many door handles are in the shelf,2,image143
what is the object close to the wall,picture,image1063
what object is found to the right side of the chair,paper_tray,image910
what is stuck on the right side wall,television,image913
what is the colour of the wall decoration,red,image587
what is on the table,lamp,image1140
what is found above the garbage bin in the wall,photo,image952
what is on the black colour stnad,"computer, keyboard",image485
what is on the cardboard box,telephone,image3
what are the colours visible,"red, white, pink, gray",image74
what object is stuck on the wall,clothes,image894
what is at the opposite of the table,door_way,image1406
what is in front of the window,chair,image1420
what is on the left side of the cup and saucer,bottle,image1351
what is kept near the window,lamp,image1009
how many photos found on the room,1,image753
what is to the left of the computer,telephone,image609
what is on the right side of the refrigerator,garbage_bin,image865
what is on the drawer shelf,"suitcase, lamp",image1015
what is on the red pouch,makeup_brush,image45
what is behind the chair,blinds,image878
what is on the left side of the sink,bottle_of_liquid,image825
what is to the left of the cabinet,wardrobe,image1065
how many drawers are visible,4,image1051
what is the colour of the sofa,blue,image1143
what are the colours of the stool,"black, gray",image105
what object is found near the sink,"vase, bottle",image825
what is the object close to the towel rod,towel,image705
what is in front of the door,trampoline,image436
what is on the bed,comforter,image1105
what is in front of the laptop,mouse,image83
what is stuck on the wall,photo,image1281
what is behind the stool,air_vent,image1375
what are the colours of markers used on the white board,"red, green, black",image120
what is found on the bed,remote_control,image1114
what is behind the shelf,sofa,image230
how many legs in each chair,4,image746
what is the object on the floor in front of the room divider,bathtub,image737
what is in front of the table,bowl,image899
what is the object close to the wall,spice_rack,image136
what color is the sofa,brown,image1311
how many sofas are there,2,image1086
how many bananas are there,3,image750
how many pairs of socks are on the toy table,1,image424
what is behind the table,drawer,image349
what is the black object on the counter below the cabinet,hot_water_heater,image139
what is at the corner of the room,stacked_chairs,image353
what is the object on the shelf,jacket,image92
what is the object close to the counter,sink,image649
how many lights are switched on,2,image12
what is in front of the chair beneath the table,garbage_bin,image864
what is in front of the bed,suitcase,image950
what is in front of sink,toilet,image703
how many tables are there,3,image20
what is on the right side of the stove,container,image892
how many beds are found,3,image1097
what is on the wall,picture,image879
what is to the right of the door,decoration_item,image1236
what is stuck close to every shelf frame in front of the books,sticker,image107
what is hung on the wall near the bed,wall_decoration,image1046
what is beneath the drawers,door,image1362
how many pictures are there on the wall,2,image714
what is to the left of the water heater,bottle_of_liquid,image410
what is on the wall,framed_certificate,image1029
what is on table,paper,image598
what is found behind the cabinet,window,image1072
what is the purple box on the table,napkin_dispenser,image419
what are found on the ceiling of the kitchen island,"glass, glass_rack",image1241
what is on the left side of the bed,night_stand,image1029
what objects are on the top of the table,"book, charger, wire",image1200
what is on the left side of the chair,garbage_bin,image608
what is beneath the picture,table,image1321
what is to the right side of the window,cabinet,image1061
how many chairs are,6,image345
what is to the left of the table,sofa,image1313
what is to the left of shelves,sofa,image372
what is there on the right side of the table,chair,image1028
what is the largest object on the floor,sofa,image1325
what is hanged in the right side wall,photo,image963
what object is found behind the tissue roll,coffee_machine,image816
how many frames are there on the wall,1,image888
what is the colour of the bottle on the right side of the oven,green,image866
what is on the left most side on the table,cordless_phone,image481
what are the objects found below the storage rack,"kitchen_utensils, coffee_machine",image808
how many white colour knifes are there in the knife rack,2,image898
how many drawers are there,8,image796
what is between two dark brown and beige couches,bookshelf,image51
what is to the right of the painting,bookshelf,image51
what is on the left side of the stand,table,image492
what is found at the top left,window,image824
what is the object on the side room divider wall,sponge,image662
what is the object on the floor surrounded by sofas,table,image1429
what is the colour of the pillow,white,image1267
what is to left of chair,air_conditioner,image589
what is on the sofa,pillow,image1272
what is near the cup,decorative_item,image124
what is on the table in the table,computer,image608
what is the object on the floor right of the counter,stool,image735
what is the object above the air vent,window,image141
what color are the cabinets in this picture,brown,image853
what are stuck on the wall below the photo,light_switch,image1316
how many sofas are there,3,image630
